tai40a.dat,SimulatedAnnealing,MPermutation,mu,0.95,movesByTemperature,1,initialSolution,false,1.2011286,12043
tai40a.dat,SimulatedAnnealing,MPermutation,mu,0.95,movesByTemperature,2048,initialSolution,false,1.1130625,28788241
tai40a.dat,SimulatedAnnealing,MPermutation,mu,0.95,movesByTemperature,32,initialSolution,false,1.1331022,496693
tai40a.dat,SimulatedAnnealing,MPermutation,mu,0.95,movesByTemperature,64,initialSolution,false,1.1357359,907818
tai40a.dat,SimulatedAnnealing,MPermutation,mu,0.95,movesByTemperature,128,initialSolution,false,1.127589,1800149
tai40a.dat,SimulatedAnnealing,MPermutation,mu,0.95,movesByTemperature,256,initialSolution,false,1.1253471,3828608
tai40a.dat,SimulatedAnnealing,MPermutation,mu,0.95,movesByTemperature,512,initialSolution,false,1.1211406,7497855
tai40a.dat,SimulatedAnnealing,MPermutation,mu,0.95,movesByTemperature,1024,initialSolution,false,1.1115274,15007960
tai40a.dat,SimulatedAnnealing,MPermutation,mu,0.95,movesByTemperature,4096,initialSolution,false,1.1083024,53756375
tai40a.dat,SimulatedAnnealing,MPermutation,mu,0.95,movesByTemperature,4,initialSolution,false,1.1581368,60860
tai40a.dat,SimulatedAnnealing,MPermutation,mu,0.95,movesByTemperature,2,initialSolution,false,1.1758583,25835
tai40a.dat,SimulatedAnnealing,MPermutation,mu,0.95,movesByTemperature,8,initialSolution,false,1.1519085,105904
tai40a.dat,SimulatedAnnealing,MPermutation,mu,0.95,movesByTemperature,16,initialSolution,false,1.1415794,252017
tai40a.dat,SimulatedAnnealing,MPermutation,mu,0.95,movesByTemperature,8192,initialSolution,false,1.1011158,102716486
tai100a.dat,SimulatedAnnealing,MPermutation,mu,0.95,movesByTemperature,1,initialSolution,false,1.1431314,483873
tai100a.dat,SimulatedAnnealing,MPermutation,mu,0.95,movesByTemperature,2048,initialSolution,false,1.1047554,308636825
tai100a.dat,SimulatedAnnealing,MPermutation,mu,0.95,movesByTemperature,32,initialSolution,false,1.1109928,6790638
tai100a.dat,SimulatedAnnealing,MPermutation,mu,0.95,movesByTemperature,64,initialSolution,false,1.1117394,13081019
tai100a.dat,SimulatedAnnealing,MPermutation,mu,0.95,movesByTemperature,128,initialSolution,false,1.109888,24741287
tai100a.dat,SimulatedAnnealing,MPermutation,mu,0.95,movesByTemperature,256,initialSolution,false,1.1069463,47109584
tai100a.dat,SimulatedAnnealing,MPermutation,mu,0.95,movesByTemperature,512,initialSolution,false,1.1074735,87425097
tai100a.dat,SimulatedAnnealing,MPermutation,mu,0.95,movesByTemperature,1024,initialSolution,false,1.1039401,163004878
tai100a.dat,SimulatedAnnealing,MPermutation,mu,0.95,movesByTemperature,4096,initialSolution,false,1.1033189,441766929
tai100a.dat,SimulatedAnnealing,MPermutation,mu,0.95,movesByTemperature,4,initialSolution,false,1.1261821,994160
tai100a.dat,SimulatedAnnealing,MPermutation,mu,0.95,movesByTemperature,2,initialSolution,false,1.1321127,568938
tai100a.dat,SimulatedAnnealing,MPermutation,mu,0.95,movesByTemperature,8,initialSolution,false,1.122356,1660004
tai100a.dat,SimulatedAnnealing,MPermutation,mu,0.95,movesByTemperature,16,initialSolution,false,1.1193869,3352062
tai100a.dat,SimulatedAnnealing,MPermutation,mu,0.95,movesByTemperature,8192,initialSolution,false,1.1013973,586076630
tai12a.dat,SimulatedAnnealing,MPermutation,mu,0.95,movesByTemperature,1,initialSolution,false,1.3695458,331
tai12a.dat,SimulatedAnnealing,MPermutation,mu,0.95,movesByTemperature,2048,initialSolution,false,1.0525898,1551383
tai12a.dat,SimulatedAnnealing,MPermutation,mu,0.95,movesByTemperature,32,initialSolution,false,1.1195815,23806
tai12a.dat,SimulatedAnnealing,MPermutation,mu,0.95,movesByTemperature,64,initialSolution,false,1.1093727,48704
tai12a.dat,SimulatedAnnealing,MPermutation,mu,0.95,movesByTemperature,128,initialSolution,false,1.0878859,77064
tai12a.dat,SimulatedAnnealing,MPermutation,mu,0.95,movesByTemperature,256,initialSolution,false,1.0969895,190598
tai12a.dat,SimulatedAnnealing,MPermutation,mu,0.95,movesByTemperature,512,initialSolution,false,1.0511729,392056
tai12a.dat,SimulatedAnnealing,MPermutation,mu,0.95,movesByTemperature,1024,initialSolution,false,1.0545683,806330
