tai40a.dat,TabuSearch,MPermutation,maxSteps,10,tabouSize,20,1.0866404,160180
tai40a.dat,TabuSearch,MPermutation,maxSteps,1000,tabouSize,50,1.0188522,22068740
tai40a.dat,TabuSearch,MPermutation,maxSteps,100,tabouSize,50,1.0305609,1568525
tai40a.dat,TabuSearch,MPermutation,maxSteps,10000,tabouSize,100,1.0152416,325004134
tai40a.dat,TabuSearch,MPermutation,maxSteps,10,tabouSize,10,1.0829456,128127
tai40a.dat,TabuSearch,MPermutation,maxSteps,1000,tabouSize,40,1.0172659,20234616
tai40a.dat,TabuSearch,MPermutation,maxSteps,10,tabouSize,9,1.0855875,104190
tai40a.dat,TabuSearch,MPermutation,maxSteps,100,tabouSize,40,1.0308205,1558718
tai40a.dat,TabuSearch,MPermutation,maxSteps,10,tabouSize,4,1.0870372,118992
tai40a.dat,TabuSearch,MPermutation,maxSteps,100,tabouSize,30,1.0315166,1532908
tai40a.dat,TabuSearch,MPermutation,maxSteps,10,tabouSize,3,1.092574,89247
tai40a.dat,TabuSearch,MPermutation,maxSteps,10,tabouSize,2,1.0863699,117556
tai40a.dat,TabuSearch,MPermutation,maxSteps,10,tabouSize,1,1.0947987,113654
tai40a.dat,TabuSearch,MPermutation,maxSteps,10,tabouSize,8,1.0799979,161164
tai40a.dat,TabuSearch,MPermutation,maxSteps,10,tabouSize,7,1.0910227,98842
tai40a.dat,TabuSearch,MPermutation,maxSteps,10,tabouSize,6,1.0850798,115986
tai40a.dat,TabuSearch,MPermutation,maxSteps,10,tabouSize,5,1.0855057,122013
tai40a.dat,TabuSearch,MPermutation,maxSteps,100,tabouSize,20,1.031304,1326329
tai40a.dat,TabuSearch,MPermutation,maxSteps,1000,tabouSize,30,1.0191818,17622263
tai40a.dat,TabuSearch,MPermutation,maxSteps,10000,tabouSize,1,1.044141,104814483
tai40a.dat,TabuSearch,MPermutation,maxSteps,10000,tabouSize,2,1.0331789,106645885
tai40a.dat,TabuSearch,MPermutation,maxSteps,10000,tabouSize,3,1.0277909,109708883
tai40a.dat,TabuSearch,MPermutation,maxSteps,10000,tabouSize,4,1.0235158,111945496
tai40a.dat,TabuSearch,MPermutation,maxSteps,10000,tabouSize,5,1.0173934,115298278
tai40a.dat,TabuSearch,MPermutation,maxSteps,1000,tabouSize,20,1.0211867,15124620
tai40a.dat,TabuSearch,MPermutation,maxSteps,10000,tabouSize,6,1.0153887,117521292
tai40a.dat,TabuSearch,MPermutation,maxSteps,100,tabouSize,6,1.0310371,1189541
tai40a.dat,TabuSearch,MPermutation,maxSteps,10000,tabouSize,7,1.0135753,124111098
tai40a.dat,TabuSearch,MPermutation,maxSteps,1000,tabouSize,10,1.0187904,12842111
tai40a.dat,TabuSearch,MPermutation,maxSteps,100,tabouSize,5,1.0271252,1181877
tai40a.dat,TabuSearch,MPermutation,maxSteps,10000,tabouSize,8,1.0138079,121913582
tai40a.dat,TabuSearch,MPermutation,maxSteps,1000,tabouSize,9,1.0167897,12319166
tai40a.dat,TabuSearch,MPermutation,maxSteps,100,tabouSize,4,1.0284882,1223117
tai40a.dat,TabuSearch,MPermutation,maxSteps,1000,tabouSize,8,1.0189134,12089868
tai40a.dat,TabuSearch,MPermutation,maxSteps,10000,tabouSize,9,1.013008,123725421
tai40a.dat,TabuSearch,MPermutation,maxSteps,100,tabouSize,3,1.0333542,1073133
tai40a.dat,TabuSearch,MPermutation,maxSteps,1000,tabouSize,7,1.0155232,11768749
tai40a.dat,TabuSearch,MPermutation,maxSteps,10000,tabouSize,10,1.0115497,123250556
tai40a.dat,TabuSearch,MPermutation,maxSteps,100,tabouSize,10,1.0339756,1185908
